key,tweets,gt_type,pred_type
274,فرحة ولم تكتمل لحظات مرت علينا بالاعوام ربي يرحمك يا ريان يا ابن العرب والمسلمين تعازينا للمغاربة ولانفسنا وللمسلمين كافة,0,1
275,تعازينا لأهلنا المغاربة وعائلة ريان,0,1
276,تعازينا لوالدي ريان والشعب المغربي ربي يصبركم ويصبر أهله يارب ويعوض عليهم عوض الصالحين والصابرين يارب,0,1
277,تعازينا للشعب مغربي وكذلك حنا شعب جزائري حنا مسلمين إخوة الله يجعلو طير من طيور جنة الله يصبر الام,0,1
278,صراحه ماعندي مانقول ربي يرحمه طير من طيور الجنه ونعزي والديه وكل الشعب المغربي والله حاسه طرف من قلبى تقطع,0,1
279,تعازينا الخالصة لوالدي الطفل ريان ولكل الشعب المغربي الشقيق,0,1
280,الله اكبر الله اكبر لا اله الا الله وحده لا شريك له أنا لله و انا اليه راجعون تعازينا الحارة لاهل المغرب و لعائلته قضاء الله وقدره,0,1
281,اللهم ارحمه واطعمه من ثمار الجنة واربط على قلوب والديه وأهله,0,1
282,ربي إصبر أهله تعازينا لوالديه وذويه,0,1
283,نعزي أنفسنا وتعازينا الخالصة لعائلة ريان وإلى كل الشعب المغربي الشقيق عظم الله أجركم وأحسن عزاءكم وغفر لميتكم إنا لله وإنا إليه راجعون البقاء والدوام لله وحده لا شريك له,0,1
284,تعازينا الخالصة لشعب المغربي الشقيق إنا لله وانا اليه راجعون الله يرحمو ويسكنه فسيح جنانه ويلهم اهله وذويه الصبر والسلوان,0,1
285,إنا لله وإنا إليه راجعون فرحة لم تتم اللهم صبر أهله وذويه الحمد لله على كل حال,0,1
286,لا إله إلا الله محمد رسول الله إن لله وإن إليه راجعون عظم الله أجركم خاوتي المغاربة,0,1
287,كل نفس ذائقة الموت إن لله وإن إليه راجعون الله يرحمو ويصبر أهلو ان شاء الله أحر تعازي لعائلة ريان وخوتنا المغاربة,0,1
288,تعازينا للشعب المغربي و لأهل الطفل ريان ان لله وان اليه راجعون لا حولة ولا قوة الا بالله راه طير من طيور الجنة تعازينا الحارة,0,1
289,الله يرحمه برحمته الواسعه ويلهم اهله الصبر والسلوان عزائكم عزائونا,0,1
290,إنا لله وإنا إليه راجعون اللهم ارحمه واسكنه الفردوس الأعلى من الجنة و الله يصبر الوالدين,0,1
291,تعازينا الحارة لوالدي ريان الله يربط على قلوبهم و يلهم اهله الصبر والسلوان و ان يرحم صغيرهم وجعله في الفردوس الاعلى,0,1
292,قلبي ينزف دما تحياتي لكل من ساهم من قريب او بعيد في هذه الايام الصعبة التي مرت على عصفور الجنة ريان تعازي لكل قلب ينبض بالانسانية لك مني حبيبي ريان كل الحب ياعصفور الجنة الله احبك الله اخذك مغربية من السويد,0,0
293,تعازينا للشعب المغربي الشقيق عزائنا واحد إخواني وربي يرحمه ويسكنه فسيح جناته نهاية صادمة لنا من الجزائر,0,0
294,والله اني احببت ريان مثل ابني رحمك الله يا بني وجهك ليس للدنيا و الله يصبر والديه نحن معكم يا اخوتنا المغاربة من الجزائر,0,1
295,ربي يرحمو ويصبر والديه و الله غير حزنت عليه و بكيت عليه كانه ابني ربي يرحمك يا صغيري,0,1
296,تعازينا الخالصة للشعب المغربى االشقيق ان لله وان اليه راجعون,0,0
297,layrhmk bkina m3akom wakha machi walidih,0,0
298,ريان لن نصبر على فراقك أحببناك عبر التواصل الاجتماعي ودخلت قلوب الملايين الله يرحمك ويجعلك طير من طيور الجنة,0,1
299,نعزي أنفسنا ونعزيكم في وليدنا ريان ربي يرحمو وسيبقى خالدا في أذهاننا إنا لله وإنا إليه راجعون,0,0
300,يارب صبر والديه وعايلتو والشعب المغربي تعازينا من الجزائر والله بكينا قلوبنا معكم,0,1
301,وداعا يا حبيبي وداعا يا ريان قدمت درسا للعالم في الإنسانية قبل أن ترحل في جنات الخلد يا حبيب العالم,0,1
302,إن لله وإن إليه راجعون إن لله وإن إليه راجعون ربي يرحمو ويصبر اهلو طير من طيور الجنة تعازينا لشعب الشقيق وكل الوطن العربي لأنو راهو ولدنا كامل,0,1
303,والله كان نفسي الام تترمي في حضن ابنها وهوا عايش ربنا يصبرها ويرحمك ريان تعزينا لشعب المغربي,0,0
304,تعازينا لأهل ريان وكل الشعب المغربي ربي يصبر ميمتو ان شاء الله,0,1
305,إنا لله و إنا إليه راجعون نعزي أنفسنا في مصر ونعزي شعب المغرب العزيز في ريان ونسأل الله أن يسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان,0,1
306,هاذه من اللحظات التي افتخر بها لكوني مغربي درس لكل الشعوب العربية شعب باكمله يتحد لانقاذ طفل اللهم اسكنه فسيح جناتك يا رب,0,1
307,allah irahmo petit ange reposes en paix le monde entier as accompagné tu étais pas seul,0,1
308,تعازينا الخالصة لاهل الطفل ريان و إلى الشعب المغربي الشقيق ان لله و ان اليه راجعون,0,1
309,تعازينا لاهله والشعب المغربي ونعزي انفسناجميعا ورقة بيضاء وطفل بريء إنشاء الله مأواه الجنة,0,1
310,والله ان العين لتدمع وان القلب ليحزن على فراقك يا رياان عظم الله اجركم اخواننا في المغرب اخوكم من اليمن,0,1
311,انا لله وانا اليه راجعون تعازينا الى الشعب المغربي من الجزائر والله ان قلوبنا تفتت منذ سقوطه انتضرنا خروجه سالما لحضة بلحضة ولكن القدر كان اقوى الله يصبر والديه ويحفظ اطفال المسلمين,0,1
312,الله يرحمه ويصبر اهله,0,1
313,toutes mes sincères condoléances à la famille de rayen et au peuple marocain allah yerhmo à iwessa3h 3lih,0,1
314,تعازينا لوالدي ريان وللشعب المغربي من الجزائر,0,1
315,إنا لله وإنا إليه راجعون الله يرحمه ويسكنه فسيح جناته ويجعله طيرا من طيور الجنة يارب العالمين,0,1
316,رحمك الله يا ريان أحببناك دون أن نراك تركت في قلوبنا حزنا شديدا ريان طير من طيور الجنة اللهم ألهم والديه الصبر والسلوان,0,1
317,تعازينا الحاره وعظم الله اجركم يا اهل المغرب قدر الله وماشاء فعل,0,1
318,تعازينا الحارة للوالد و ووالدة الطفل ريان الله يصبر والديه عليه,0,1
319,شكرا للشعب الجزائري ولكل شعوب العالم على التضامن معنا في هاذه الظروف الصعبة,0,1
320,تعازينا الحارة لعائلة الطفل الملاك ريان إبن الشعب المغربي وجميع الدول أحرقت قلوب الملايين يا ولدي العين تدمع والقلب يتألم والفم عاجز عن الكلام بهذه الصدمة إنا لله وإنا إليه راجعون,0,0
321,تعازينا القلبية لكل الشعب المغربي الشقيق في وفاة ابننا ريان طير من طيور الجنة,0,1
322,إن العين لتدمع و إن القلب ليحزن و إنا على فراقك يا ريان لمحزونون ستبقى في قلوبنا حيا,0,0
323,انا لله وإنا إليه راجعون يا ريان تعازينا الخالصة للوالدين وكل الاسرة ولكل الشعب المغربي الشقيق,0,1
324,تعازينا من الجزائر لأهل ريان الله يرحمو و ربي يصبركم على فراقو تعازينا للمغرب لفقدان طير من طيور الجنة,0,1
