tweets,type,class_name
لا تجادلني في شخص تراه بعينك وأراه بقلبي,1,0
يخليلي لخواتات الحلوات انا,2,1
حتى انت عزيزة عليك القهوة,1,1
لللاسف هاد الماتش لي كان غادي نتاهلو للدور المقبل,0,1
الله يحفظك,2,0
لن تكون هناك إسرائيل في الوجود نهايتكم باتت وشيكة,0,0
لجنه حكم ماعندها ذرة احترام,0,0
العنف طريق لا يسلكه الا الفاشلون الجامعة فضاء لتحصيل العلم و التباري بالافكار و ليست مكان للاقتتال و تصفية الحسابات رحم الله ضحية المواجهات الدامية و رزق اهله الصبر و السلوان صحراوي امازيغي ريفي للدم حرمة على المسلم,0,0
شاركوني فرحتي وشكرا لكم من أعماق قلبي,2,0
لأول مرة العثماني يفتتح إلى جانب الأعرج المعرض الدولي للكتاب بالبيضاء و هذا ما قاله,1,0
نامي على كتفي لا جاك الحزن أنا لك أمن وأمان,2,1
عيونك ليل وانا احب السهر فيها,2,0
اجرحوني يوم قالوا لو يحبك مارحل,0,0
ماتراه مني أنت من أخترت أن تراه,1,0
عظم الله اجركم,2,0
الف متابع مشكورين,2,0
طبعا طبعا,2,0
وحدة تعيش معها مثل هاد اللحظة تكفي,1,0
اللهم اجعلنا ممن عفوت عنهم ورضيت عنهم وغفرت لهم وحميتهم من النار وكتبت لهم الجنة,2,0
طبعا,2,0
لا تستعجل قبل ما تحقق,1,0
لطالما قلنا بأنه لا يوجد حل بدون اتفاق,1,0
مرحبا بالإدارة العامة للأمن الوطني على شبكة التواصل الاجتماعي تويتر,2,0
ان شاء الله,2,0
انا من النوع للي ماتنبغي حتى حاجة تنقص من بلادي او تهينها عتبرني معاقة عقليا و لكن هذه حقيقتي بلادي زوينة و فيها من الخير الكثير,2,1
امين يارب العالمين,2,0
احسنت,2,0
ضرب تحت الحزام,0,0
ربنا يخليك,2,1
ممكن متابعين,1,0
ف كلتا الحالتين كان غ يماركيها الروسي,1,1
المذيعة ترفع ورقة امام الضيف ليقرأ منها اعلام العار,0,0
غتكوني درتي علاش,1,1
انا من صنعت لحروفه الكلمات و القصيدة والقصة,1,0
اغرقت عيناي بالدموع,0,0
ابتسامتك جميلة فلا تحمل هما يزيلها,2,0
ندعي النسيان و تهزمنا قصيده,0,0
تهميش المواطن واحتقاره,0,0
انا كانبغي كيما نتعامل معاك تعامل معايا,2,1
غبرت هاد الفنانة شخصيا كنضن مبقاتش كاتبان بزاف,1,1
نصيحة في وقتها اشكركي عليها يا ياسمينتنا الجميلة,2,0
نعم كثير مرات,1,0
أيها العالم سحقا لك,0,0
مقترح قانون لإحداث وكالة تنمية المناطق الجبلية,1,0
الجزائر طلب ترشح لرئاسيات أبريل,1,0
من أراد جمالا فالأخلاق تكفيه,2,0
الحمدلله ع كل نعمه أحاطت بي ولم أبصر قيمتها,2,0
كل من يحبهم قلبي,2,0
المسامح كريم,2,0
كلنا حزينون,0,0
روحك مافي احلى معها و هذا الجمال الحقيقي غاليتي,2,1
اللهم اني اسالك العفو والعافيه لي ولأحبتي,2,0
اللهم امين امين,2,0
شكرا,2,0
خيالك يرسم البسمه على شفاهي وياخذني الى آخر مدى في الكون وطن عمري,2,0
الامل في المستقبل,2,0
يا سلام على أيامك,2,0
لأن لهم دين يظنون أنهم معفيون من أن تكون لهم أخلاق,0,0
تفائلو بالخير تجدوه,2,0
الف مبروك للعروسين,2,1
مرحبا بكم في هذا الفضاء وفكرة جيدة أن تكونوا على تواصل معنا وحتى يكون التواصل على أتم وجه أقترح أن يكون التغريد باللغة العربية واللغة الأمازيغية لأنهم اللغات الرسمية في مغربنا الحبيب,2,0
في قمة استعصاء الامور تناولي شيئا و ليكن حلوا بعد ذلك ستجدين الفرق في هدوء الاعصاب و عودة العقل للتفكير,1,0
دوام الخير ان شاء الله,2,0
عادي جدا و طبيعي كثيرا,1,0
اللهم خذهم اخد عزيز مقتدر فانهم لا يرحموا الضعفاء اللهم سلط عليهم عذابك فانهم ارونا الويلات,0,0
المال لا يعني السعادة المال لا يعني راحة البال المال في جوهره هو ذلك القياس لخيارات المرء,1,0
آمين يا رب,2,0
واقيلة الاسهل هو نعرفو لي ماشي ولد الناس ديك الساعة غانستنتجو تعريف ولد الناس نديرو داكشي ديال الماط,2,1
في الغالب هو للراحة و النوم,1,0
وما كان الله معذبهم وهم يستغفرون أستغفر الله الذي لا إله إلا هو الحي القيوم وأتوب إليه,2,0
هل يوجد إعادة للبرنااامج,1,0
كن وحيدا ولا تكن مع شخص يسد بك فراغات يومه,1,0
آمين يا رب,2,0
اللهم امين صديقي,2,0
الله يحفظك و يحفظ بلادك,2,0
من برودك ماتت اللهفه عليك,0,0
يخليلي انا حنونتي,2,1
يصح بدنك وتسلم روحك اختي,2,0
امين لينا و لكم و لسائر امة محمد اجمعين,2,0
ليست من طباع المغربي,1,0
عزلة بعيدا عن هذا العالم البئيس,0,0
الحمد لله دارت معايا مزيان قالت ليا تقاد حتى تقاديت عاد صورات بنت الناس الله يعمرها دار,2,1
ا الله اودي الى مارقت لبا صطوف لمن تروق,2,1
الله يعطينا وجهك,1,1
صباح الخير على الجميع وجمعة مباركة طيبة سورة الاعراف ولتكون منكم الامة يدعون إلى الخير,2,0
امين,2,0
مدينة جميلة باردة فالشتاء و الحرارة في الصيف,2,0
دبا نتا حگرتنا,0,1
حيث المعقول هو المعقول الصبر,2,1
محل لغسل السيارات يقلق راحة ساكنة في تطوان,1,0
شكرا لكرمك هدا من لطفك و انت بالف خير,2,0
مشيت نقاد البوطة لقيت التعادل,1,1
مابقا مايعجب كلشي ولا خاسر,0,1
في صباح هذا اليوم أسأل الله أن يشملكم برحمته ويرزقكم ماتتمنون,2,0
ربي يجعل عام الابداع والامتاع والبطولات المحلية والاقليمية والقارية للرجاء العالمي,2,0
على راسي وعيني في أي وقت مرحبا,2,1
قال جل جلاله إن ربي لطيف لما يشاء قالها يوسف بعد ما وقع له ما وقع واقعة البئر وكيد امرأة العزيز وبعد سجنه الطويل أدب مع الله في اختيار الألفاظ أسعد الله أوقاتكم,2,0
عرفتي مئات الاسئلة كتجول ف راسي بخصوص هاد المسالة يدفنون علماء السنه و الحق و يمجدون الصوفية و المتصوفين,0,0
استغفر الله الذي لا إله إلا هو الحي القيوم وأتوب إليه,2,0
الرجل الذي يضرب زوجته هو ذاك الذي يعلم يقينا ان الزوجة ليس لها مكان تأوي اليه غير بيته يعني باختصار لا يضرب الزوجة الا نذل يستقوي على ضعف امرأة,0,0
الحكومة الحالية غير قادرة على إتخاذ قرارات وهي حكومة فاشلة,0,0
تحرك حكومي لبحث مطالب الأساتذة المتعاقدين,1,0
كلامي واضح ومفهوم مايحتاجش نترجم انا ماشي مترجمه,0,1
الحل الوحيد هو الحوار,1,0
هذا هو مسكني الجديد مع صديقتي,1,0
إبداع النحت على الخشب شيء جميل ومذهل,2,0
الطبيعة تسحر و تنسي اغراءات التكنولوجية,2,0
لو كانت هذة اللوحة امامك ماذا كنت ستكتب,1,0
الاهتمام النسوي ما شاء الله,2,0
قناتكم معروفة ورئيسكم باعكم لأمريكان مقابل الحكم وعلمائكم في السجون,0,0
الله يحفظك,2,1
أضحت لدي حساسية من تقارير المؤسسات الرسمية وغير الرسمية التي تشخص الأوضاع التخمة,0,0
حافظ على كرامتك حتى لو كلفك الأمر أن تصبح صديقا لجدران غرفتك,2,0
لماذا يعامل البخاري كأنه مصدر موثوق,1,0
كانت حلقة خفيفة ضريفة جميلة فيها كمية حلاوة وجمال الجميع ابدعو الصراحة بانتظار باقي الحلقات,2,1
ويحكم ماذا تفعلون متأكدين أن هادو لعبو الإقصاءيات باش وصلوا لروسيا فريق دون المستوى,0,1
لعنة الله عليك إلى يوم الدين,0,0
سيجزيك الله بقدر تعبك صبرك كفاحك حارب حتى النهاية إياك أن تستسلم ثمة حلم يجب أن يتحقق,2,0
ترحب بك الجنة ونعيمها شكرا لك,2,0
غا ضاحك معاك,2,1
سوف تتم المسيرة بعدد متوسط من المتظاهرين وسوف يشعر الشعب بالنشوة والإنتصار وسينتهي الأمر,1,0
قصة أول فريق مغربي يلعب بدون أجانب,1,0
الى كل اصدقاء المحترمين,2,0
